No,Test_ID,Test_Label,Section Types,Sections,L,t,h,b,A,Pt,BC,Failure Mode,FM,Py,Fy,Pt/Py,"P(crl_s,crd_s)",KL_r,λc,Pne,λ(le-d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,15_15,MDB140-A3,C-2C+2U-1,Closed,1500,1.5,143,43,1375.6,188.6,Pinned,L,L,419.56,305.00,0.45,75.31,56.29,0.76,329.91,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,15_16,SDB140-A1,C-2C+2U-1,Closed,420,1.5,143,43,1375.9,217.1,Fixed,L,L,419.65,305.00,0.52,75.31,6.95,0.18,414.16,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,15_17,SDB140-A2,C-2C+2U-1,Closed,420,1.5,143,43,1378.2,212.1,Fixed,L,L,420.35,305.00,0.50,75.31,6.95,0.18,414.86,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,15_18,SDB140-A3,C-2C+2U-1,Closed,420,1.5,143,43,1393.1,199.3,Fixed,L,L,424.9,305.00,0.47,75.31,6.95,0.18,419.34,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,16_1,SC1-2a,HC-2U+Plate,Half-Closed,1100,1.45,153.96,53.9,1677.15,183.97,Fixed,L+F,LF,844.04,503.26,0.22,52.52,9.38,0.35,801.51,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,16_2,SC1-2b,HC-2U+Plate,Half-Closed,1100,1.44,154.09,53.83,1677.15,168.17,Fixed,L+F,LF,844.04,503.26,0.20,52.52,9.38,0.35,801.51,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,16_3,SC1-3a,HC-2U+Plate,Half-Closed,1100,1.44,154.19,53.73,1677.15,183.01,Fixed,L+F,LF,844.04,503.26,0.22,58.00,9.38,0.28,816.53,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,16_4,SC1-3b,HC-2U+Plate,Half-Closed,1100,1.43,154.13,53.41,1677.15,175.86,Fixed,L+F,LF,844.04,503.26,0.21,58.00,9.38,0.28,816.53,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,16_5,SC1-5a,HC-2U+Plate,Half-Closed,1100,1.44,154.13,53.58,1677.15,201.72,Fixed,L+F,LF,844.04,503.26,0.24,73.58,9.38,0.22,827.44,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,16_6,SC1-5b,HC-2U+Plate,Half-Closed,1100,1.42,154.09,53.35,1677.15,188.5,Fixed,L+F,LF,844.04,503.26,0.22,73.58,9.38,0.22,826.74,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,16_7,SC2-2a,HC-4U,Half-Closed,800,1.43,154.03,53.43,1067.66,213.32,Fixed,L,L,577.14,540.57,0.37,96.52,7.05,0.26,561.28,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,16_8,SC2-2b,HC-4U,Half-Closed,800,1.43,153.96,53.46,1067.66,200.34,Fixed,L,L,577.14,540.57,0.35,96.52,7.05,0.26,561.28,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,16_9,SC2-4a,HC-4U,Half-Closed,800,1.43,154.03,53.58,1067.66,238,Fixed,L,L,577.14,540.57,0.41,96.52,7.05,0.18,569.34,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,16_10,SC2-4b,HC-4U,Half-Closed,800,1.43,154.03,53.7,1067.66,233.39,Fixed,L,L,577.14,540.57,0.40,96.52,7.05,0.18,569.34,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,16_11,SC2-6a,HC-4U,Half-Closed,800,1.42,154.03,53.51,1067.66,220.54,Fixed,L,L,577.14,540.57,0.38,96.52,7.05,0.15,571.59,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,16_12,SC2-6b,HC-4U,Half-Closed,800,1.43,154.16,53.73,1067.66,232.62,Fixed,L,L,577.14,540.57,0.40,96.52,7.05,0.15,571.59,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,16_13,SC3-2a,C-2C+2U-2,Closed,1100,1.12,110,39.97,947.72,139.3,Fixed,L,L,246.14,259.72,0.57,99.91,11.81,0.35,233.90,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,16_14,SC3-2b,C-2C+2U-2,Closed,1100,1.1,110,40.07,947.72,138.53,Fixed,L,L,246.14,259.72,0.56,99.91,11.81,0.35,233.90,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,16_15,SC3-5a,C-2C+2U-2,Closed,1100,1.12,110,40.03,947.72,138.77,Fixed,L,L,246.14,259.72,0.56,99.91,11.81,0.21,241.58,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,16_16,SC3-5b,C-2C+2U-2,Closed,1100,1.12,110,39.99,947.72,143.4,Fixed,L,L,246.14,259.72,0.58,99.91,11.81,0.21,241.58,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,16_17,SC4-2a,HC-2C+2U-2,Half-Closed,1100,1.1,119.7,39.94,947.72,148.09,Fixed,L+D,LD,246.14,259.72,0.60,99.91,15.87,0.37,232.42,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,16_18,SC4-2b,HC-2C+2U-2,Half-Closed,1100,1.09,119.9,39.97,947.72,147.03,Fixed,L+D,LD,246.14,259.72,0.60,99.91,15.87,0.37,232.42,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,16_19,SC4-5a,HC-2C+2U-2,Half-Closed,1100,1.1,119.71,40.01,947.72,141.23,Fixed,L+D,LD,246.14,259.72,0.57,99.91,15.87,0.24,240.04,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,16_20,SC4-5b,HC-2C+2U-2,Half-Closed,1100,1.12,119.77,40,947.72,137.74,Fixed,L+D,LD,246.14,259.72,0.56,99.91,15.87,0.24,240.04,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,17_1,LC1-2a,HC-2U+Plate,Half-Closed,3000,1.38,129.67,35.88,1143.55,77.94,Pinned,L+FT+F,LF,307.65,269.03,0.25,57.87,65.92,1.34,144.36,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,17_2,LC1-2b,HC-2U+Plate,Half-Closed,3000,1.37,129.99,35.8,1143.55,79.18,Pinned,L+FT+F,LF,307.65,269.03,0.26,57.87,65.92,1.34,144.36,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,17_3,LC1-3a,HC-2U+Plate,Half-Closed,3000,1.38,129.92,35.93,1143.55,79.73,Pinned,L+F,LF,307.65,269.03,0.26,59.24,65.92,1.13,180.57,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,17_4,LC1-3b,HC-2U+Plate,Half-Closed,3000,1.37,129.92,35.88,1143.55,81.57,Pinned,L+FT+F,LF,307.65,269.03,0.27,59.24,65.92,1.13,180.57,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,17_5,LC1-8a,HC-2U+Plate,Half-Closed,3000,1.39,129.81,35.98,1143.55,89.66,Pinned,L+F,LF,307.65,269.03,0.29,71.98,65.92,0.85,227.48,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,17_6,LC1-8b,HC-2U+Plate,Half-Closed,3000,1.38,129.89,35.92,1143.55,91.17,Pinned,L+F,LF,307.65,269.03,0.30,71.98,65.92,0.85,227.48,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,17_7,LC2-2a,HC-4U,Half-Closed,2500,1.4,153.79,54.4,1126.04,160.9,Pinned,L+F,LF,347.26,308.39,0.46,126.04,44.29,1.02,223.94,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,17_8,LC2-2b,HC-4U,Half-Closed,2500,1.39,153.78,54.4,1126.04,171.82,Pinned,L+F,LF,347.26,308.39,0.49,126.04,44.29,1.02,223.94,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,17_9,LC2-6a,HC-4U,Half-Closed,2500,1.4,153.75,54.31,1126.04,165.15,Pinned,L+F,LF,347.26,308.39,0.48,126.04,44.29,0.66,289.21,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,17_10,LC2-6b,HC-4U,Half-Closed,2500,1.39,153.89,54.41,1126.04,166.88,Pinned,L+F,LF,347.26,308.39,0.48,126.04,44.29,0.66,289.21,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,17_11,LC2-4a,HC-4U,Half-Closed,1800,1.37,153.81,54.11,1126.04,162.31,Pinned,L+F,LF,347.26,308.39,0.47,126.04,31.89,0.54,307.61,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,17_12,LC2-4b,HC-4U,Half-Closed,1800,1.38,153.73,54.26,1126.04,173.37,Pinned,L+F,LF,347.26,308.39,0.50,126.04,31.89,0.54,307.61,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,17_13,LC3-2a,C-2C+2U-2,Closed,3000,1.1,119.44,39.89,947.72,119.04,Pinned,L+F,LF,246.14,259.72,0.48,99.91,64.42,1.19,136.05,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,17_14,LC3-2b,C-2C+2U-2,Closed,3000,1.11,119.48,39.98,947.72,123.48,Pinned,L+F,LF,246.14,259.72,0.50,99.91,64.42,1.19,136.05,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,17_15,LC3-3a,C-2C+2U-2,Closed,3000,1.11,119.62,40.07,947.72,118.88,Pinned,L+F,LF,246.14,259.72,0.48,99.91,64.42,1.02,159.13,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,17_16,LC3-3b,C-2C+2U-2,Closed,3000,1.11,119.64,40.05,947.72,122.94,Pinned,L+F,LF,246.14,259.72,0.50,99.91,64.42,1.02,159.13,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,17_17,LC3-8a,C-2C+2U-2,Closed,3000,1.11,119.61,40.02,947.72,120.22,Pinned,L+F,LF,246.14,259.72,0.49,99.91,64.42,0.81,187.07,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,17_18,LC3-8b,C-2C+2U-2,Closed,3000,1.11,119.21,39.78,947.72,119.54,Pinned,L+F,LF,246.14,259.72,0.49,99.91,64.42,0.81,187.07,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,17_19,LC4-2a,HC-2C+2U-2,Half-Closed,3000,1.11,119.17,39.75,947.72,116.53,Pinned,L+F,LF,246.14,259.72,0.47,99.91,86.58,1.37,112.60,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,17_20,LC4-2b,HC-2C+2U-2,Half-Closed,3000,1.1,119.29,39.74,947.72,117.9,Pinned,L+D+F,LDF,246.14,259.72,0.48,99.91,86.58,1.37,112.60,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,17_21,LC4-3a,HC-2C+2U-2,Half-Closed,3000,1.1,119.15,39.72,947.72,116.19,Pinned,L+F,LF,246.14,259.72,0.47,99.91,86.58,1.22,131.70,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,17_22,LC4-3b,HC-2C+2U-2,Half-Closed,3000,1.11,119.21,39.75,947.72,118.57,Pinned,L+D+F,LDF,246.14,259.72,0.48,99.91,86.58,1.22,131.70,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,17_23,LC4-8a,HC-2C+2U-2,Half-Closed,3000,1.11,119.24,39.65,947.72,109.06,Pinned,L+F,LF,246.14,259.72,0.44,99.91,86.58,1.05,154.82,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,17_24,LC4-8b,HC-2C+2U-2,Half-Closed,3000,1.11,119.2,39.66,947.72,119.65,Pinned,L+F,LF,246.14,259.72,0.49,99.91,86.58,1.05,154.82,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,18_1,A1-33,O-2C,Open,1830,0.84,63.5,34.93,254.34,71.56,Semi-Fixed,L+F,LF,81.4,320.04,0.88,45.86,51.09,0.78,62.99,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,18_2,A1-43,O-2C,Open,1830,1.09,63.5,34.93,313.71,103.5,Semi-Fixed,F,F,110,350.64,0.94,100.70,51.29,0.82,82.83,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,18_3,A1-54,O-2C,Open,1830,1.37,63.5,34.93,390.5,175.9,Semi-Fixed,F,F,161,412.29,1.09,199.54,51.67,0.90,114.63,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,18_4,A1-68,O-2C,Open,1830,1.73,63.5,34.93,481.58,184.6,Semi-Fixed,F,F,177,367.54,1.04,397.56,52.26,0.86,129.69,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,18_5,A2-33,O-2C,Open,1830,0.84,63.5,34.93,254.34,64.66,Semi-Fixed,L+F,LF,81.4,320.04,0.79,45.86,51.09,0.78,62.99,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,18_6,A2-43,O-2C,Open,1830,1.09,63.5,34.93,313.71,97.61,Semi-Fixed,F,F,110,350.64,0.89,100.70,51.29,0.82,82.83,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,18_7,A2-54,O-2C,Open,1830,1.37,63.5,34.93,390.5,146.2,Semi-Fixed,F,F,161,412.29,0.91,199.54,51.67,0.90,114.63,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,18_8,A2-68,O-2C,Open,1830,1.73,63.5,34.93,481.58,162.3,Semi-Fixed,F,F,177,367.54,0.92,397.56,52.26,0.86,129.69,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,18_9,B1-33,O-2C,Open,1830,0.84,92.08,34.93,304.56,68.7,Semi-Fixed,L+F,LF,97.5,320.13,0.70,26.78,55.93,0.84,72.54,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,18_10,B1-43,O-2C,Open,1830,1.09,92.08,34.93,394.53,109.6,Semi-Fixed,L+F,LF,131,332.04,0.84,58.80,56.20,0.86,96.03,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,18_11,B1-54,O-2C,Open,1830,1.37,92.08,34.93,489.28,159.6,Semi-Fixed,L+F,LF,193,394.46,0.83,116.05,56.73,0.95,132.39,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,18_12,B1-68,O-2C,Open,1830,1.73,92.08,34.93,606.2,179.7,Semi-Fixed,F,F,214,353.02,0.84,229.65,56.73,0.90,152.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,18_13,B2-33,O-2C,Open,1830,0.84,92.08,34.93,304.56,69.12,Semi-Fixed,L+F,LF,97.5,320.13,0.71,26.78,55.93,0.84,72.54,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,18_14,B2-43,O-2C,Open,1830,1.09,92.08,34.93,394.53,94.56,Semi-Fixed,L+F,LF,131,332.04,0.72,58.80,56.20,0.86,96.03,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,18_15,B2-54,O-2C,Open,1830,1.37,92.08,34.93,489.28,139.1,Semi-Fixed,L+F,LF,193,394.46,0.72,116.05,56.73,0.95,132.39,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,18_16,B2-68,O-2C,Open,1830,1.73,92.08,34.93,606.2,126.6,Semi-Fixed,F,F,214,353.02,0.59,229.65,56.73,0.90,152.12,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,18_17,C1-33,O-2C,Open,1830,0.84,152.4,34.93,410,77.87,Semi-Fixed,L+F,LF,131,319.51,0.59,13.57,66.98,0.98,87.78,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,18_18,C1-43,O-2C,Open,1830,1.09,152.4,34.93,532.72,122,Semi-Fixed,L+F,LF,177,332.26,0.69,29.58,66.98,1.00,116.45,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,18_19,C1-54,O-2C,Open,1830,1.37,152.4,34.93,662.72,159.8,Semi-Fixed,L+F,LF,262,395.34,0.61,57.74,66.98,1.10,158.60,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,18_20,C1-68,O-2C,Open,1830,1.73,152.4,34.93,824.7,234.2,Semi-Fixed,L+F,LF,291,352.86,0.80,111.64,66.98,1.04,184.98,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,18_21,C2-33,O-2C,Open,1830,0.84,152.4,34.93,410,80.82,Semi-Fixed,L+F,LF,131,319.51,0.62,13.57,66.98,0.98,87.78,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,18_22,C2-43,O-2C,Open,1830,1.09,152.4,34.93,532.72,109.8,Semi-Fixed,L+F,LF,177,332.26,0.62,29.58,66.98,1.00,116.45,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,18_23,C2-54,O-2C,Open,1830,1.37,152.4,34.93,662.72,140.6,Semi-Fixed,L+F,LF,262,395.34,0.54,57.74,66.98,1.10,158.60,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,18_24,C2-68,O-2C,Open,1830,1.73,152.4,34.93,824.7,175.7,Semi-Fixed,L+F,LF,291,352.86,0.60,111.64,66.98,1.04,184.98,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,18_25,D1-33,O-2C,Open,1830,0.84,152.4,41.28,424.76,76.25,Semi-Fixed,L+F,LF,142,334.31,0.54,14.50,50.52,0.77,111.10,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,18_26,D1-43,O-2C,Open,1830,1.09,152.4,41.28,576.36,111.5,Semi-Fixed,L+F,LF,192,333.13,0.58,31.85,50.52,0.77,150.16,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,18_27,D1-54,O-2C,Open,1830,1.37,152.4,41.28,717.5,213.5,Semi-Fixed,L+F,LF,283,394.43,0.75,62.85,51.78,0.85,208.91,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,18_28,D1-68,O-2C,Open,1830,1.73,152.4,41.28,893.7,270.5,Semi-Fixed,L+F,LF,315,352.47,0.86,124.23,51.78,0.81,239.59,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,18_29,D2-33,O-2C,Open,1830,0.84,152.4,41.28,424.76,75.2,Semi-Fixed,L+F,LF,142,334.31,0.53,14.50,50.52,0.77,111.10,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,18_30,D2-43,O-2C,Open,1830,1.09,152.4,41.28,576.36,117.2,Semi-Fixed,L+F,LF,192,333.13,0.61,31.85,50.52,0.77,150.16,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,18_31,D2-54,O-2C,Open,1830,1.37,152.4,41.28,717.5,174.7,Semi-Fixed,L+F,LF,283,394.43,0.62,62.85,51.78,0.85,208.91,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,18_32,D2-68,O-2C,Open,1830,1.73,152.4,41.28,893.7,254.9,Semi-Fixed,L+F,LF,315,352.47,0.81,124.23,51.78,0.81,239.59,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,19_1,B75-L500-1,C-2C-1,Closed,500.4,1,76.1,39.8,350.97,124.8,Pinned,L,L,203.49,579.79,0.61,65.05,31.22,0.54,179.91,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,19_2,B75-L500-2,C-2C-1,Closed,498.7,1,75.2,38.5,350.97,127.5,Pinned,L,L,203.49,579.79,0.63,65.05,31.12,0.54,180.06,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,19_3,B75-L500-3,C-2C-1,Closed,499.6,1,74.7,41.6,350.97,130.5,Pinned,L,L,203.49,579.79,0.64,65.05,31.17,0.54,179.98,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,19_4,B75-L500-4,C-2C-1,Closed,502.4,1,77.2,40.2,350.97,129.7,Pinned,L,L,203.49,579.79,0.64,65.05,31.35,0.54,179.74,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,19_5,B75-L1500-1,C-2C-1,Closed,1500.9,1,77.4,41.2,350.97,88.4,Pinned,F,F,203.49,579.79,0.43,65.05,93.65,1.60,69.92,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,19_6,B75-L1500-2,C-2C-1,Closed,1502.6,1,76.4,40.6,350.97,89.7,Pinned,F,F,203.49,579.79,0.44,65.05,93.75,1.60,69.76,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,19_7,B75-L1500-3,C-2C-1,Closed,1507.4,1,75.4,39.7,350.97,91.4,Pinned,F,F,203.49,579.79,0.45,65.05,94.05,1.60,69.32,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,19_8,B75-L1500-4,C-2C-1,Closed,1511.4,1,75.2,38.7,350.97,92.7,Pinned,F,F,203.49,579.79,0.46,65.05,94.30,1.61,68.96,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,20_1,BF180-S50-L300-1,C-2C-4,Closed,301.4,1.15,180.4,34.8,882.64,142.1,Pinned,L,L,501.34,568.00,0.28,40.39,4.65,0.12,498.25,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,20_2,BF180-S50-L300-2,C-2C-4,Closed,294.7,1.16,181.6,35.2,882.64,144.5,Pinned,L,L,501.34,568.00,0.29,40.39,4.55,0.12,498.38,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,20_3,BF180-S50-L300-3,C-2C-4,Closed,302.5,1.14,179.3,34.7,882.64,145.3,Pinned,L,L,501.34,568.00,0.29,40.39,4.67,0.12,498.24,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,20_4,BF180-S100-L300-1,C-2C-4,Closed,299.8,1.14,180.4,34.8,882.64,138.4,Pinned,L,L,501.34,568.00,0.28,40.39,4.63,0.14,497.26,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,20_5,BF180-S100-L300-2,C-2C-4,Closed,298.4,1.14,180.9,36.4,882.64,137.4,Pinned,L,L,501.34,568.00,0.27,40.39,4.61,0.14,497.32,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,20_6,BF180-S100-L300-3,C-2C-4,Closed,291.4,1.15,179.4,35.2,882.64,135.7,Pinned,L,L,501.34,568.00,0.27,40.39,4.50,0.14,497.37,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,20_7,BF180-S200-L300-1,C-2C-4,Closed,302.5,1.15,178.5,36.3,882.64,133.4,Pinned,L,L,501.34,568.00,0.27,40.39,4.67,0.20,493.05,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
