No,Test_ID,Test_Label,Section Types,Sections,L,t,h,b,A,Pt,BC,Failure Mode,FM,Py,Fy,Pt/Py,"P(crl_s,crd_s)",KL_r,λc,Pne,λ(le-d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,24_3,T1.0L1500,C-2Σ-3,Closed,1497.2,0.97,162.2,45.4,523.76,132.6,Fixed,L+D+F,LDF,306.92,585.99,0.43,46.84,43.00,0.75,241.87,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,24_4,T1.0L2200,C-2Σ-3,Closed,2196.9,0.97,160,45.7,523.76,113.1,Fixed,L+D+F,LDF,306.92,585.99,0.37,46.84,63.09,1.10,185.54,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,24_5,T1.0L3000,C-2Σ-3,Closed,2996.8,0.97,162.7,45.5,523.76,90.1,Fixed,L+D+F,LDF,306.92,585.99,0.29,46.84,86.07,1.49,121.15,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,24_6,T1.5L300,C-2Σ-3,Closed,298,1.48,161.3,45.6,784.89,319.2,Fixed,L+D,LD,403.82,514.49,0.79,156.67,8.56,0.19,397.78,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,24_7,T1.5L300R,C-2Σ-3,Closed,298.1,1.48,162,44.9,784.89,320.4,Fixed,L+D,LD,403.82,514.49,0.79,156.67,8.56,0.19,397.78,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,24_8,T1.5L900,C-2Σ-3,Closed,898,1.49,161.6,45.2,784.89,313.8,Fixed,L,L,403.82,514.49,0.78,156.67,25.79,0.43,373.12,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,24_9,T1.5L1500,C-2Σ-3,Closed,1497.1,1.49,162.1,45.5,784.89,235.5,Fixed,L+F,LF,403.82,514.49,0.58,156.67,43.00,0.70,328.31,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,24_10,T1.5L2200,C-2Σ-3,Closed,2197.3,1.48,162.5,45.7,784.89,212.5,Fixed,L+F,LF,403.82,514.49,0.53,156.67,63.10,1.02,260.67,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,24_11,T1.5L3000,C-2Σ-3,Closed,2997,1.48,161.9,45.7,784.89,165.8,Fixed,L+F,LF,403.82,514.49,0.41,156.67,86.07,1.39,179.98,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,24_12,T1.9L300,C-2Σ-3,Closed,298,1.88,162.6,45.6,992.68,416.2,Fixed,L,L,511.52,515.29,0.81,315.68,8.65,0.19,503.76,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,24_13,T1.9L300R,C-2Σ-3,Closed,298,1.88,159.9,45.8,992.68,415.8,Fixed,L,L,511.52,515.29,0.81,315.68,8.65,0.19,503.76,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,24_14,T1.9L900,C-2Σ-3,Closed,898.2,1.88,160.6,45.4,992.68,415.8,Fixed,L,L,511.52,515.29,0.81,315.68,26.08,0.44,471.95,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,24_15,T1.9L1500,C-2Σ-3,Closed,1496.8,1.88,163.4,45.6,992.68,332.6,Fixed,L+F,LF,511.52,515.29,0.65,315.68,43.46,0.71,414.32,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,24_16,T1.9L2200,C-2Σ-3,Closed,2197.1,1.88,163,45.7,992.68,288.7,Fixed,F,F,511.52,515.29,0.56,315.68,63.80,1.03,327.54,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,24_17,T1.9L3000,C-2Σ-3,Closed,2997.2,1.88,161.1,45.7,992.68,201.2,Fixed,F,F,511.52,515.29,0.39,315.68,87.03,1.40,224.54,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,25_1,C6-LD140-300-A1,O-3C-1,Open,1497,1.47,141,72,1285.99,214.22,Fixed,L+D,LD,385.8,300.00,0.56,164.99,17.50,0.26,374.77,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,25_2,C6-LD140-300-A2,O-3C-1,Open,1497,1.48,141,72,1285.99,212.9,Fixed,L+D,LD,385.8,300.00,0.55,164.99,17.50,0.26,374.77,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,25_3,C6-LD140-300-A3,O-3C-1,Open,1497,1.48,141,72,1285.99,213.55,Fixed,L+D,LD,385.8,300.00,0.55,164.99,17.50,0.26,374.77,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,25_4,C6-LD140-500-A1,O-3C-1,Open,1497,1.44,140,72,1285.99,207.19,Fixed,L+D,LD,385.8,300.00,0.54,164.99,17.50,0.33,368.67,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,25_5,C6-LD140-500-A2,O-3C-1,Open,1497,1.47,140,72,1285.99,200.7,Fixed,L+D,LD,385.8,300.00,0.52,164.99,17.50,0.33,368.67,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,25_6,C6-LD140-500-A3,O-3C-1,Open,1497,1.43,141,72,1285.99,202.14,Fixed,L+D,LD,385.8,300.00,0.52,164.99,17.50,0.33,368.67,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,25_7,C6-LD140-1000-A1,O-3C-1,Open,1497,1.47,140,71.5,1285.99,197.72,Fixed,L+D,LD,385.8,300.00,0.51,164.99,17.50,0.54,341.37,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,25_8,C6-LD140-1000-A2,O-3C-1,Open,1497,1.46,140,72,1285.99,198.84,Fixed,L+D,LD,385.8,300.00,0.52,164.99,17.50,0.54,341.37,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,25_9,C6-LD140-1000-A3,O-3C-1,Open,1497,1.46,140,71,1285.99,195.56,Fixed,L+D,LD,385.8,300.00,0.51,164.99,17.50,0.54,341.37,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,25_10,C6-LD160-300-A1,O-3C-1,Open,1497,1.47,160.5,81.5,1461.19,218.24,Fixed,L+D,LD,438.36,300.00,0.50,148.09,15.41,0.23,428.57,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,25_11,C6-LD160-300-A2,O-3C-1,Open,1497,1.46,160,83,1461.19,213.25,Fixed,L+D,LD,438.36,300.00,0.49,148.09,15.41,0.23,428.57,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,25_12,C6-LD160-300-A3,O-3C-1,Open,1497,1.47,163.5,81,1461.19,212.4,Fixed,L+D,LD,438.36,300.00,0.48,148.09,15.41,0.23,428.57,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,25_13,C6-LD160-500-A1,O-3C-1,Open,1497,1.46,160,82.5,1461.19,201.11,Fixed,L+D,LD,438.36,300.00,0.46,148.09,15.41,0.29,423.10,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,25_14,C6-LD160-500-A2,O-3C-1,Open,1497,1.46,162.5,81.5,1461.19,206.86,Fixed,L+D,LD,438.36,300.00,0.47,148.09,15.41,0.29,423.10,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,25_15,C6-LD160-500-A3,O-3C-1,Open,1497,1.46,160,82.5,1461.19,209.58,Fixed,L+D,LD,438.36,300.00,0.48,148.09,15.41,0.29,423.10,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,25_16,C6-LD160-1000-A1,O-3C-1,Open,1497,1.44,160,83.5,1461.19,198.84,Fixed,L+D,LD,438.36,300.00,0.45,148.09,15.41,0.48,398.33,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,25_17,C6-LD160-1000-A2,O-3C-1,Open,1497,1.47,162,82.5,1461.19,198.44,Fixed,L+D,LD,438.36,300.00,0.45,148.09,15.41,0.48,398.33,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,25_18,C6-LD160-1000-A3,O-3C-1,Open,1497,1.45,162,81.5,1461.19,196.62,Fixed,L+D,LD,438.36,300.00,0.45,148.09,15.41,0.48,398.33,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,26_1,2C120–900-1,O-2C,Open,1000,1.5,150,120,1200.14,188.9,Fixed,D,D,684.44,570.30,0.28,72.26,8.56,0.38,644.71,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,26_2,2C120–900-2,O-2C,Open,1000,1.5,150,120,1200.14,199.6,Fixed,D,D,684.44,570.30,0.29,72.26,8.56,0.38,644.71,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,26_3,2C120–300-1,O-2C,Open,1000,1.5,150,120,1200.14,202.2,Fixed,D,D,684.44,570.30,0.30,72.26,8.56,0.18,674.98,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,26_4,2C120–300-2,O-2C,Open,1000,1.5,150,120,1200.14,190.4,Fixed,D,D,684.44,570.30,0.28,72.26,8.56,0.18,674.98,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,26_5,2C120–150-1,O-2C,Open,1000,1.5,150,120,1200.14,190.8,Fixed,D,D,684.44,570.30,0.28,72.26,8.56,0.15,677.89,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,26_6,2C120–150-2,O-2C,Open,1000,1.5,150,120,1200.14,191.2,Fixed,D,D,684.44,570.30,0.28,72.26,8.56,0.15,677.89,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,26_7,2C120–100-1,O-2C,Open,1000,1.5,150,120,1200.14,193,Fixed,D,D,684.44,570.30,0.28,72.26,8.56,0.15,678.43,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,26_8,2C120–100-2,O-2C,Open,1000,1.5,150,120,1200.14,195.2,Fixed,D,D,684.44,570.30,0.29,72.26,8.56,0.15,678.43,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,26_9,3C120–900-1,O-3C-2,Open,1000,1.5,150,120,1800.21,295.9,Fixed,D,D,1026.66,570.30,0.29,108.39,8.28,0.38,967.57,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,26_10,3C120–900-2,O-3C-2,Open,1000,1.5,150,120,1800.21,303.7,Fixed,D,D,1026.66,570.30,0.30,108.39,8.28,0.38,967.57,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,26_11,3C120–300-1,O-3C-2,Open,1000,1.5,150,120,1800.21,300.7,Fixed,D,D,1026.66,570.30,0.29,108.39,8.28,0.18,1013.00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,26_12,3C120–300-2,O-3C-2,Open,1000,1.5,150,120,1800.21,299.6,Fixed,D,D,1026.66,570.30,0.29,108.39,8.28,0.18,1013.00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,26_13,3C120–100-1,O-3C-2,Open,1000,1.5,150,120,1800.21,317.2,Fixed,D,D,1026.66,570.30,0.31,108.39,8.28,0.14,1018.18,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,26_14,3C120–100-2,O-3C-2,Open,1000,1.5,150,120,1800.21,322.8,Fixed,D,D,1026.66,570.30,0.31,108.39,8.28,0.14,1018.18,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,26_15,4C120–900-1,O-4C,Open,1000,1.5,150,120,2400.28,411.2,Fixed,D,D,1368.88,570.30,0.30,144.52,8.15,0.38,1290.41,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,26_16,4C120–900-2,O-4C,Open,1000,1.5,150,120,2400.28,410.7,Fixed,D,D,1368.88,570.30,0.30,144.52,8.15,0.38,1290.41,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,26_17,4C120–300-1,O-4C,Open,1000,1.5,150,120,2400.28,420.3,Fixed,D,D,1368.88,570.30,0.31,144.52,8.15,0.18,1351.00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,26_18,4C120–300-2,O-4C,Open,1000,1.5,150,120,2400.28,422.1,Fixed,D,D,1368.88,570.30,0.31,144.52,8.15,0.18,1351.00,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,26_19,4C120–100-1,O-4C,Open,1000,1.5,150,120,2400.28,442.9,Fixed,D,D,1368.88,570.30,0.32,144.52,8.15,0.14,1357.90,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,26_20,4C120–100-2,O-4C,Open,1000,1.5,150,120,2400.28,492.1,Fixed,D,D,1368.88,570.30,0.36,144.52,8.15,0.14,1357.90,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,26_21,3C64–900-1,O-3C-2,Open,1000,1.5,152,64,1331.54,352,Fixed,L+D,LD,711.57,534.40,0.49,139.45,11.73,0.64,598.07,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,26_22,3C64–900-2,O-3C-2,Open,1000,1.5,152,64,1331.54,358.5,Fixed,L+D,LD,711.57,534.40,0.50,139.45,11.73,0.64,598.07,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,26_23,3C64–300-1,O-3C-2,Open,1000,1.5,152,64,1331.54,362.4,Fixed,L+D,LD,711.57,534.40,0.51,139.45,11.73,0.28,688.99,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,26_24,3C64–300-2,O-3C-2,Open,1000,1.5,152,64,1331.54,356.3,Fixed,L+D,LD,711.57,534.40,0.50,139.45,11.73,0.28,688.99,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,26_25,3C64–100-1,O-3C-2,Open,1000,1.5,152,64,1331.54,386.8,Fixed,L+D,LD,711.57,534.40,0.54,139.45,11.73,0.20,699.90,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,26_26,3C64–100-2,O-3C-2,Open,1000,1.5,152,64,1331.54,381,Fixed,L+D,LD,711.57,534.40,0.54,139.45,11.73,0.20,699.90,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,26_27,4C64–900-1,O-4C,Open,1000,1.5,152,64,2219.22,468.8,Fixed,L+D,LD,948.76,427.52,0.49,185.94,9.92,0.64,800.75,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,26_28,4C64–900-2,O-4C,Open,1000,1.5,152,64,2219.22,474.6,Fixed,L+D,LD,948.76,427.52,0.50,185.94,9.92,0.64,800.75,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,26_29,4C64–300-1,O-4C,Open,1000,1.5,152,64,2219.22,477.9,Fixed,L+D,LD,948.76,427.52,0.50,185.94,9.92,0.26,922.47,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,26_30,4C64–300-2,O-4C,Open,1000,1.5,152,64,2219.22,477.5,Fixed,L+D,LD,948.76,427.52,0.50,185.94,9.92,0.26,922.47,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,26_31,4C64–100-1,O-4C,Open,1000,1.5,152,64,2219.22,505.6,Fixed,L+D,LD,948.76,427.52,0.53,185.94,9.92,0.17,937.09,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,26_32,4C64–100-2,O-4C,Open,1000,1.5,152,64,2219.22,513.1,Fixed,L+D,LD,948.76,427.52,0.54,185.94,9.92,0.17,937.09,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,27_1,S-2100-150,C-2C+2U-3,Closed,2160,3,100,40,2400,753,Pinned,F,F,1058.4,441.00,0.71,1900.15,54.86,0.82,799.09,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,27_2,S-2100-300,C-2C+2U-3,Closed,2160,3,100,40,2400,750,Pinned,F,F,1058.4,441.00,0.71,1900.15,54.86,0.87,769.23,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,27_3,S-2100-600,C-2C+2U-3,Closed,2160,3,100,40,2400,696,Pinned,F,F,1058.4,441.00,0.66,1900.15,54.86,1.06,660.54,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,27_4,S-2100-600E,C-2C+2U-3,Closed,2160,3,100,40,2400,745,Pinned,F,F,1058.4,441.00,0.70,1900.15,54.86,1.06,660.54,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,27_5,S-2700-150,C-2C+2U-3,Closed,2760,3,100,40,2400,584,Pinned,F,F,1058.4,441.00,0.55,1900.15,70.10,1.04,674.31,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,27_6,S-2700-300,C-2C+2U-3,Closed,2760,3,100,40,2400,546,Pinned,F,F,1058.4,441.00,0.52,1900.15,70.10,1.08,649.12,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,27_7,S-2700-600,C-2C+2U-3,Closed,2760,3,100,40,2400,497,Pinned,F,F,1058.4,441.00,0.47,1900.15,70.10,1.24,557.40,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,27_8,S-2700-600E,C-2C+2U-3,Closed,2760,3,100,40,2400,552,Pinned,F,F,1058.4,441.00,0.52,1900.15,70.10,1.24,557.40,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,27_9,S-3300-150,C-2C+2U-3,Closed,3360,3,100,40,2400,488,Pinned,F,F,1058.4,441.00,0.46,1900.15,85.34,1.26,545.94,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,27_10,S-3300-300,C-2C+2U-3,Closed,3360,3,100,40,2400,451,Pinned,F,F,1058.4,441.00,0.43,1900.15,85.34,1.29,525.54,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,27_11,S-3300-600,C-2C+2U-3,Closed,3360,3,100,40,2400,426,Pinned,F,F,1058.4,441.00,0.40,1900.15,85.34,1.43,451.28,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,27_12,S-3300-600E,C-2C+2U-3,Closed,3360,3,100,40,2400,439,Pinned,F,F,1058.4,441.00,0.41,1900.15,85.34,1.43,451.28,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,28_1,NC87D-1500-0E-300-1,C-2C-1,Closed,1500,0.95,87,39.3,324.92,87.03,Fixed,L+F,LF,197.78,608.70,0.44,50.29,48.76,0.93,137.55,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,28_2,NC87D-1500-0E-300-2,C-2C-1,Closed,1500,0.95,87,39.3,324.92,91.33,Fixed,L+F,LF,197.78,608.70,0.46,50.29,48.76,0.93,137.55,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,28_3,NC87D-1500-EFG-300-1,C-2C-1,Closed,1500,0.95,87,39.3,324.92,94.41,Fixed,L+F,LF,197.78,608.70,0.48,50.29,48.76,0.93,137.55,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,28_4,NC87D-1500-EFG-300-2,C-2C-1,Closed,1500,0.95,87,39.3,324.92,90.63,Fixed,L+F,LF,197.78,608.70,0.46,50.29,48.76,0.93,137.55,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,28_5,NC87D-3000-0E-600-1,C-2C-1,Closed,3000,0.95,87,39.3,324.92,46.46,Fixed,L+F,LF,197.78,608.70,0.23,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,28_6,NC87D-3000-0E-600-2,C-2C-1,Closed,3000,0.95,87,39.3,324.92,48.47,Fixed,L+F,LF,197.78,608.70,0.25,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,28_7,NC87D-3000-0E-600-3,C-2C-1,Closed,3000,0.95,87,39.3,324.92,47.46,Fixed,L+F,LF,197.78,608.70,0.24,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,28_8,NC87D-3000-EFG-600-1,C-2C-1,Closed,3000,0.95,87,39.3,324.92,52.38,Fixed,L+F,LF,197.78,608.70,0.26,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,28_9,NC87D-3000-EFG-600-2,C-2C-1,Closed,3000,0.95,87,39.3,324.92,49.59,Fixed,L+F,LF,197.78,608.70,0.25,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,28_10,NC87D-3000-EFG-600-3,C-2C-1,Closed,3000,0.95,87,39.3,324.92,47.42,Fixed,L+F,LF,197.78,608.70,0.24,50.29,97.53,1.86,49.97,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,29_1,BU75-S50-L300-1,O-2C,Open,273,1.2,73.1,19.8,302.36,120.7,Fixed,L,L,169.32,559.99,0.71,85.68,14.59,0.27,164.30,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,29_2,BU75-S50-L300-2,O-2C,Open,280,1.21,73.1,19.8,302.36,118.8,Fixed,L,L,169.32,559.99,0.70,85.68,14.96,0.27,164.09,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,29_3,BU75-S50-L300-3,O-2C,Open,270,1.2,72.7,19.5,302.36,118.7,Fixed,L,L,169.32,559.99,0.70,85.68,14.43,0.27,164.35,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,29_4,BU75-S100-L300-1,O-2C,Open,267,1.18,73.1,19.8,302.36,117.5,Fixed,L,L,169.32,559.99,0.69,85.68,14.27,0.33,161.83,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,29_5,BU75-S100-L300-2,O-2C,Open,273,1.19,73.1,19.9,302.36,122.7,Fixed,L,L,169.32,559.99,0.72,85.68,14.59,0.33,161.62,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,29_6,BU75-S100-L300-3,O-2C,Open,273,1.2,73.6,19.7,302.36,115.4,Fixed,L,L,169.32,559.99,0.68,85.68,14.59,0.33,161.67,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,29_7,BU75-S200-L300-1,O-2C,Open,266.5,1.21,73.7,19.8,302.36,122.5,Fixed,L,L,169.32,559.99,0.72,85.68,14.24,0.51,151.60,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,29_8,BU75-S200-L300-2,O-2C,Open,266,1.2,73.6,19.9,302.36,119.1,Fixed,L,L,169.32,559.99,0.70,85.68,14.21,0.51,151.68,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,29_9,BU75-S200-L300-3,O-2C,Open,268,1.2,72.9,20,302.36,113.1,Fixed,L,L,169.32,559.99,0.67,85.68,14.32,0.51,151.56,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
